run #,datetime,avg_loss,avg_loss_change,total_loss,cost_loss,structure_reg,pred_cost,true_cost,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12
66,2025-08-06 17:19:08,62480405.0302,-759175.4774,13134034.0000,13133999.0000,624.9509,65739.9609,69364.0473,10.0778,3.0262,-95.9718,3.0729,137.3378,5.2993,0.5071,1.1031,96.2475,183.1316,0.8146,0.8901,0.5045
67,2025-08-06 17:19:09,62341375.9999,-139029.0303,53165492.0000,53165460.0000,562.8190,65392.0742,72683.5402,10.5363,2.8918,-78.5123,5.3032,133.2414,5.5431,0.5007,0.8845,87.7210,179.2261,0.6695,0.9058,0.4897
68,2025-08-06 17:19:10,62017981.2940,-323394.7059,40350568.0000,40350536.0000,580.3678,65453.5195,71805.7271,10.0859,3.0637,-94.1157,1.0246,131.2224,6.1436,0.5064,1.0104,84.9590,182.6271,0.7517,0.8861,0.4932
69,2025-08-06 17:19:12,62891204.4057,873223.1117,122270408.0000,122270376.0000,584.9142,65481.7500,54424.1571,9.7452,3.2159,71.1201,3.9659,129.2376,4.6513,0.4961,1.1151,90.0587,179.8427,0.7058,0.8956,0.5075
70,2025-08-06 17:19:13,62423086.4285,-468117.9772,30122976.0000,30122946.0000,639.8354,65246.0000,59757.5609,11.4258,2.8866,85.8261,-1.4495,136.4366,3.5229,0.5004,1.1313,89.4888,176.9288,0.7639,0.9053,0.4874
71,2025-08-06 17:19:14,62168823.6900,-254262.7384,44370468.0000,44370432.0000,669.2774,65198.3477,71859.4629,9.9079,2.8065,-116.8227,0.3462,135.7708,3.1814,0.4975,1.0212,84.8851,185.9489,0.6146,0.8951,0.5030
72,2025-08-06 17:19:16,61419275.5138,-749548.1763,8201387.5000,8201355.0000,589.6527,64998.3867,62134.5843,10.0802,3.1227,-84.7710,3.3157,131.5010,2.9164,0.5005,1.1481,90.3056,180.4090,0.7391,0.8968,0.4865
73,2025-08-06 17:19:17,60660290.0752,-758985.4385,6013370.0000,6013338.5000,652.8932,64825.9609,67278.1686,8.3674,2.9931,-96.6744,-4.4147,139.7116,3.6517,0.5062,1.0169,93.4914,181.9985,0.6631,0.9036,0.4761
74,2025-08-06 17:19:18,60334573.7229,-325716.3524,36557312.0000,36557280.0000,637.2770,64838.2617,70884.5271,10.1994,3.0202,-103.3569,-1.5181,134.2796,5.7516,0.5157,0.9176,88.7025,178.1319,0.7014,0.8833,0.5013
75,2025-08-06 17:19:20,61476840.2066,1142266.4837,146004576.0000,146004560.0000,675.3696,64639.5391,52556.3034,9.8869,3.1410,96.8440,4.6606,137.1795,4.4160,0.5054,1.0382,89.0524,177.2064,0.6915,0.8994,0.4940
76,2025-08-06 17:19:21,61568358.8354,91518.6289,68432288.0000,68432256.0000,683.6697,64334.8828,56062.5027,10.8265,2.9970,100.9459,7.9998,130.9913,4.1055,0.5046,1.3061,92.3299,178.6081,0.6903,0.9030,0.4998
77,2025-08-06 17:19:22,61464863.4739,-103495.3615,53599248.0000,53599216.0000,647.0591,64092.0234,71413.1742,9.4373,2.9698,-87.5830,3.4458,135.7358,5.1167,0.4919,1.1120,94.1170,179.9304,0.6534,0.8926,0.5061
78,2025-08-06 17:19:24,63030171.5832,1565308.1093,183558912.0000,183558896.0000,641.5409,63836.9609,77385.3530,9.9454,2.8710,-85.0040,2.6158,136.8774,5.9374,0.4917,0.8340,90.4453,177.9689,0.6487,0.9135,0.4886
79,2025-08-06 17:19:25,62984293.4113,-45878.1719,59405824.0000,59405796.0000,654.7238,63779.8125,71487.3314,8.5079,3.0980,89.8920,3.8322,131.2511,6.0156,0.5005,1.0967,89.3245,178.6383,0.6222,0.9080,0.4949
80,2025-08-06 17:19:27,62197379.4744,-786913.9370,31203.5273,31178.4551,656.3825,64304.9141,64128.3394,10.9158,2.8980,75.5998,2.8306,135.8802,6.0602,0.4884,1.0401,93.7596,183.4219,0.6376,0.8821,0.4828
81,2025-08-06 17:19:28,65233456.4685,3036076.9941,308119648.0000,308119616.0000,649.6659,65227.5469,82780.8841,10.8887,3.0475,-101.5774,-6.9303,129.0519,6.9447,0.4980,0.9074,89.0970,173.2697,0.5580,0.9184,0.5204
82,2025-08-06 17:19:29,64738612.7067,-494843.7618,24656296.0000,24656268.0000,628.4628,66418.8828,71384.3881,10.5331,2.9344,-85.5753,-1.5906,129.3194,5.5220,0.5069,0.9399,86.8607,176.5348,0.6906,0.8954,0.5215
83,2025-08-06 17:19:31,63976035.1138,-762577.5929,1444699.6250,1444672.5000,691.5862,67653.8594,66451.9135,10.0865,3.0907,-93.7969,3.3929,134.2649,3.0740,0.4953,1.0040,90.1779,179.7638,0.6995,0.8889,0.4999
84,2025-08-06 17:19:32,63223260.2881,-752774.8258,742976.3125,742949.7500,636.7975,68615.5703,67753.6274,8.7351,2.8087,-65.9774,-3.1533,133.9349,4.6980,0.5051,0.9122,94.1411,178.3029,0.6848,0.9205,0.5193
85,2025-08-06 17:19:33,65730819.8612,2507559.5731,276365856.0000,276365824.0000,650.7654,69170.8672,52546.6152,10.3274,2.8562,78.4979,0.7059,135.0165,4.7211,0.4861,0.9541,88.6382,180.6691,0.7160,0.9013,0.5074
86,2025-08-06 17:19:35,65013730.1709,-717089.6902,4061132.7500,4061106.5000,769.7430,69837.0703,67821.8544,10.1855,2.8985,-103.9307,10.6833,134.9323,4.3575,0.5061,0.8672,86.8027,186.5379,0.7237,0.8940,0.4847
87,2025-08-06 17:19:36,66494435.9850,1480705.8141,193835152.0000,193835136.0000,692.3605,69130.5156,55208.0459,8.5334,2.9698,87.4159,-5.4291,143.0955,4.0745,0.5086,1.0666,85.8698,179.5731,0.7198,0.9037,0.4873
88,2025-08-06 17:19:37,65765756.4568,-728679.5282,2370662.7500,2370637.5000,694.7358,68967.2188,67427.5317,10.3553,3.0282,-90.3751,2.2852,132.3992,4.7440,0.4959,0.9532,87.3025,180.6019,0.6681,0.9013,0.5045
89,2025-08-06 17:19:39,65082951.3056,-682805.1512,4996122.5000,4996098.0000,711.6922,68132.6719,70367.8648,9.5400,2.8558,-94.0753,0.9615,131.6777,4.2073,0.4954,0.9714,92.2018,182.0487,0.6278,0.9135,0.4835
90,2025-08-06 17:19:40,64405103.1078,-677848.1978,4076638.2500,4076613.5000,692.9847,67687.2812,65668.2167,10.0646,3.0242,-100.4853,2.4169,125.8410,3.9556,0.5011,1.0955,88.7054,176.2163,0.6860,0.8933,0.4993
91,2025-08-06 17:19:41,63700625.0056,-704478.1021,297619.2188,297595.8125,720.1706,67004.6094,67550.1350,10.1838,2.9598,-81.1097,5.2167,138.6379,4.3884,0.4864,1.1214,96.7280,180.8328,0.7424,0.8946,0.5002
92,2025-08-06 17:19:43,63037052.1604,-663572.8452,2651944.0000,2651923.2500,738.2220,66027.3750,64398.9035,10.4567,3.0247,100.0023,2.9841,137.3485,6.4298,0.4840,1.0755,90.3368,178.5647,0.7561,0.8972,0.4906
93,2025-08-06 17:19:44,62388814.0431,-648238.1173,2750927.5000,2750907.2500,722.3106,65547.2031,67205.7858,9.1998,3.0783,95.1128,2.9169,132.9769,2.4420,0.5095,1.0050,88.5974,185.7491,0.7218,0.9054,0.5279
94,2025-08-06 17:19:46,61911965.0001,-476849.0430,17565026.0000,17565004.0000,836.3040,65791.0547,69982.1151,9.3802,3.0008,-108.8655,-1.4143,150.4884,4.6345,0.4953,0.9346,93.0174,178.6717,0.6341,0.8932,0.5114
95,2025-08-06 17:19:47,62159160.1475,247195.1474,85395528.0000,85395504.0000,721.6056,65073.6953,55832.7247,9.7714,3.0912,87.1425,5.7662,133.8616,4.9507,0.5116,1.1498,97.1324,183.7414,0.7406,0.8969,0.5022
96,2025-08-06 17:19:48,61514238.9951,-644921.1524,246749.0781,246729.5156,763.3325,64566.7852,65063.5037,10.0435,2.9174,101.7508,3.4477,139.4595,6.2427,0.5105,0.8576,90.8113,178.4762,0.8329,0.8915,0.5003
97,2025-08-06 17:19:50,61266575.5827,-247663.4123,37490912.0000,37490888.0000,719.7970,64591.9102,70714.8897,10.3173,2.8569,-83.2093,-1.8393,144.3571,2.6321,0.4932,1.0509,91.9246,172.8067,0.7527,0.9154,0.4920
98,2025-08-06 17:19:51,60748228.4952,-518347.0876,10468580.0000,10468561.0000,759.6987,64044.5156,67280.0316,7.1066,3.2347,88.4700,1.2024,149.3653,5.2889,0.4931,1.0702,90.6002,179.9009,0.6378,0.8929,0.4784
99,2025-08-06 17:19:52,60727428.2477,-20800.2474,58689024.0000,58689004.0000,757.4495,64006.8594,56345.9836,10.6956,2.8185,87.9922,0.6833,147.1432,5.1505,0.4970,1.0465,93.4870,178.3916,0.7044,0.8806,0.4893
100,2025-08-06 17:19:54,60270270.2553,-457157.9925,15011647.0000,15011629.0000,740.3856,63678.0391,67552.5259,11.0521,2.9158,99.3693,-5.3199,133.3387,2.5744,0.4982,1.0980,85.4187,180.7587,0.7446,0.9060,0.5128
101,2025-08-06 17:19:55,59889896.4904,-380373.7649,21852540.0000,21852520.0000,649.1066,64143.9727,68818.6418,11.3467,2.9647,-79.8329,-0.5216,128.0382,4.9070,0.5070,1.0927,88.3843,173.4764,0.7429,0.9101,0.5175
102,2025-08-06 17:19:57,59501521.0542,-388375.4362,20275622.0000,20275602.0000,709.9265,64185.2188,68688.0641,11.2814,2.9333,-83.7110,-1.5254,132.2198,4.4684,0.5069,0.8924,92.6417,183.1761,0.7357,0.8993,0.5096
103,2025-08-06 17:19:58,59864161.6653,362640.6111,96853520.0000,96853504.0000,674.0287,63884.1953,54042.7786,9.9350,2.9434,71.9110,-2.7187,137.3027,5.0358,0.4938,0.9835,88.3636,179.0045,0.6697,0.8933,0.5249
104,2025-08-06 17:19:59,59678000.7647,-186160.9006,40503444.0000,40503428.0000,769.2717,63696.2812,57332.0512,10.9491,2.9608,89.3740,-5.6356,147.2514,4.7668,0.4828,1.0871,88.1474,182.6542,0.6559,0.8890,0.5067
105,2025-08-06 17:20:01,59665950.3193,-12050.4454,58412724.0000,58412704.0000,626.3538,63401.2539,55758.4324,11.1838,2.9747,69.4285,-0.5198,126.0434,5.0285,0.4809,0.8724,85.6758,178.1646,0.6692,0.9031,0.5035
106,2025-08-06 17:20:02,59743828.4484,77878.1291,67921048.0000,67921032.0000,733.7366,63446.8047,71688.2256,10.4553,2.8566,-85.0810,-0.7593,134.4483,5.0429,0.4845,1.0879,88.1834,178.9295,0.6683,0.8843,0.4896
107,2025-08-06 17:20:03,60364230.5002,620402.0519,126126864.0000,126126848.0000,725.9012,62660.4414,51429.8195,9.8111,2.8405,88.0517,4.5955,133.4142,4.4308,0.4955,0.9352,90.2287,180.1870,0.6960,0.8911,0.5048
