run #,datetime,avg_loss,avg_loss_change,total_loss,cost_loss,structure_reg,pred_cost,true_cost,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12
126,2025-08-05 18:56:58,82332886.9228,-406759.4154,31487960.0000,31487960.0000,0.5374,63638.6641,70345.5822,11.0687,2.9256,-92.8818,6.1231,140.9307,4.8231,0.4916,0.9067,86.4631,181.4235,0.6920,0.9074,0.5001
127,2025-08-05 18:56:59,81749482.1124,-583404.8104,8240476.0000,8240476.0000,0.0851,63599.0156,60167.9667,10.0990,3.0176,88.9014,-3.0451,141.2608,3.8918,0.4969,1.2612,89.6764,183.9690,0.6159,0.8920,0.4994
128,2025-08-05 18:57:01,81268779.7990,-480702.3134,20219586.0000,20219586.0000,0.2668,63615.4141,58240.9244,11.1805,2.9585,88.6339,-1.7658,135.3369,3.7834,0.5068,0.9166,87.0901,176.6216,0.6875,0.9084,0.5128
129,2025-08-05 18:57:02,80792006.1727,-476773.6263,19764982.0000,19764982.0000,0.3307,63576.3906,58262.6633,9.7289,2.8807,88.7756,-5.7470,135.9611,5.4067,0.5102,1.0753,90.5205,184.3442,0.7086,0.9019,0.5236
130,2025-08-05 18:57:03,80199380.7252,-592625.4475,3750698.5000,3750698.0000,0.4408,63559.7656,61244.9984,10.0896,2.7927,81.1472,0.5977,138.9140,5.7339,0.5189,0.9024,88.2823,175.3225,0.6919,0.8979,0.5041
131,2025-08-05 18:57:05,80108121.3914,-91259.3338,68244408.0000,68244408.0000,0.6224,63546.8672,73420.6727,9.3692,3.0712,-89.2498,5.9457,129.4753,5.5073,0.5013,1.0698,86.0892,181.7583,0.5711,0.8935,0.5067
132,2025-08-05 18:57:06,79504905.4713,-603215.9201,483620.6875,483619.9375,0.7434,63546.8242,64378.0209,7.6643,3.1118,-97.5798,0.7291,136.8460,3.0531,0.4903,0.8593,91.4557,168.5358,0.6397,0.8970,0.4814
133,2025-08-05 18:57:08,79221763.5354,-283141.9359,41847028.0000,41847028.0000,0.0879,63549.2617,71281.1115,7.1103,2.9523,84.6502,-3.6246,141.7744,5.9508,0.4937,0.9876,94.1542,177.8545,0.7018,0.8904,0.4988
134,2025-08-05 18:57:09,78633560.0573,-588203.4781,402498.6562,402497.4688,1.1866,63547.6992,64305.9855,10.0353,3.0406,-112.8534,0.4919,132.5006,4.3614,0.5041,0.9777,93.0189,177.8661,0.7485,0.8875,0.5101
135,2025-08-05 18:57:10,78158872.4421,-474687.6152,14550732.0000,14550732.0000,0.0419,63546.0312,58986.7815,9.0816,2.9523,95.8118,-2.9699,136.4533,5.0670,0.5018,0.8578,85.0284,181.0726,0.7382,0.9071,0.5034
136,2025-08-05 18:57:12,78186630.2624,27757.8203,81933936.0000,81933936.0000,0.0238,63546.5938,52727.6995,9.7135,2.8721,78.8221,-1.5954,132.8378,4.9022,0.5014,0.9468,91.7047,180.2779,0.6951,0.8912,0.4847
137,2025-08-05 18:57:13,77716038.3480,-470591.9143,13715538.0000,13715538.0000,0.0389,63546.0312,59119.5631,9.5297,3.0415,82.5993,3.1182,134.2631,4.8227,0.4913,0.9436,95.7527,182.0306,0.6115,0.8985,0.4923
138,2025-08-05 18:57:14,78794738.1281,1078699.7801,226576608.0000,226576608.0000,0.6682,63545.9062,81537.0383,9.0377,3.0589,-86.0396,9.5670,134.8855,6.8733,0.5030,0.9956,86.3252,174.8155,0.6249,0.8991,0.4993
139,2025-08-05 18:57:16,78239542.1416,-555195.9865,1622496.3750,1622496.0000,0.3673,63546.0156,62023.5678,10.9397,3.1833,-89.1986,-0.2219,126.8235,3.3248,0.4862,0.9121,86.8071,180.0925,0.6953,0.9155,0.5004
140,2025-08-05 18:57:17,78131810.6120,-107731.5296,63157128.0000,63157128.0000,0.0282,63545.8789,54047.2221,10.6302,2.9462,85.0502,3.1761,134.3481,4.4566,0.4909,1.0186,85.5064,178.9153,0.7032,0.8759,0.4930
141,2025-08-05 18:57:19,77585256.3346,-546554.2774,1067657.5000,1067657.5000,0.0401,63545.8359,62310.8358,9.6705,2.7447,98.3124,1.2992,141.7109,5.6048,0.4818,0.8599,89.5487,180.9229,0.7817,0.8990,0.4865
142,2025-08-05 18:57:20,77308958.6140,-276297.7207,38350980.0000,38350980.0000,0.0235,63545.8398,56144.0062,10.1048,3.0215,85.2170,1.3247,130.2740,4.1639,0.4993,0.9193,88.5021,177.9016,0.7777,0.8815,0.5006
143,2025-08-05 18:57:21,76927319.1971,-381639.4169,22734522.0000,22734522.0000,0.3569,63545.8281,69244.7623,9.5181,2.9213,-87.4646,1.5890,135.5847,4.9995,0.4906,1.1442,89.4733,185.3408,0.7597,0.8982,0.5014
144,2025-08-05 18:57:23,76524716.4249,-402602.7722,18952520.0000,18952520.0000,0.8164,63545.8359,68749.2062,11.6317,2.9867,-91.5656,2.1413,130.1082,4.3478,0.5044,1.1599,92.2083,180.5357,0.7270,0.8924,0.5067
145,2025-08-05 18:57:24,76001671.3594,-523045.0654,683182.0000,683181.9375,0.0329,63545.8281,62557.9138,10.3933,2.9969,96.7078,5.1208,135.8636,2.9795,0.5099,0.9275,86.9888,182.4840,0.7243,0.8850,0.4982
146,2025-08-05 18:57:26,75832107.6926,-169563.6668,51245376.0000,51245376.0000,0.6481,63545.8281,72101.9794,10.2778,2.7735,-88.8102,2.6885,138.5867,4.7729,0.5045,0.8997,88.7487,179.3164,0.7100,0.8978,0.5005
147,2025-08-05 18:57:27,75556114.7423,-275992.9503,35261144.0000,35261144.0000,0.0296,63545.8281,56448.4283,9.4113,3.1601,86.8845,2.0328,132.5186,5.3109,0.4961,1.0326,87.7781,181.3492,0.7187,0.8793,0.5101
148,2025-08-05 18:57:28,75169500.4670,-386614.2753,18337202.0000,18337202.0000,0.4611,63545.8281,68664.0314,11.1860,2.9174,-98.3113,5.5119,130.7472,4.3396,0.4941,0.9691,86.4811,182.2913,0.6994,0.8983,0.5090
149,2025-08-05 18:57:30,74878423.6988,-291076.7682,31799062.0000,31799062.0000,0.0368,63545.8281,56805.8559,11.5452,2.9868,87.2663,-0.9749,133.2506,5.0742,0.4946,1.0379,91.0316,171.4226,0.7537,0.8901,0.4884
150,2025-08-05 18:57:31,74384139.8150,-494283.8838,735841.1875,735841.1250,0.0446,63545.8281,62520.5459,10.2328,3.0379,85.8351,-6.9156,132.6983,3.1475,0.4848,1.2062,82.9320,184.1741,0.6940,0.9020,0.5070
