run #,datetime,avg_loss,avg_loss_change,total_loss,cost_loss,structure_reg,pred_cost,true_cost,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12
47,2025-08-05 17:15:19,2107448085.7872,-2422539.6041,1996011264.0000,1996011264.0000,0.1314,10000.0000,63398.9220,9.0166,2.9120,85.3800,3.3674,133.0985,2.6568,0.5048,0.8987,91.4201,183.3378,0.7328,0.9133,0.5048
48,2025-08-05 17:15:20,2106083298.6667,-1364787.1206,2041938304.0000,2041938304.0000,0.1162,10000.0000,64009.7672,9.2366,2.8903,98.6680,9.3610,134.5965,5.9648,0.4884,0.9889,91.5402,178.5153,0.6833,0.9055,0.5053
49,2025-08-05 17:15:22,2092656007.8367,-13427290.8299,1448146048.0000,1448146048.0000,0.0947,10000.0000,55483.8433,10.4334,2.8766,84.6766,-3.1097,130.0656,5.2271,0.4930,0.7360,86.7827,179.5105,0.6733,0.9047,0.4956
50,2025-08-05 17:15:23,2096625013.7600,3969005.9233,2291106304.0000,2291106304.0000,0.0936,10000.0000,67210.2151,9.0151,3.0191,-111.3637,-0.5481,144.7138,4.7654,0.4963,1.1276,94.2494,179.8860,0.6594,0.8963,0.4926
51,2025-08-05 17:15:24,2099215058.8235,2590045.0635,2228717312.0000,2228717312.0000,0.0763,10000.0000,66425.8988,8.9540,2.9974,86.5336,-1.9684,144.9955,5.6927,0.4991,1.1284,93.5724,180.7038,0.6684,0.8875,0.5000
52,2025-08-05 17:15:26,2086849732.9231,-12365325.9005,1456218112.0000,1456218112.0000,0.0668,10000.0000,55610.4320,10.6830,3.1040,103.6985,2.3614,133.4010,3.8877,0.5047,0.9484,91.4993,179.1237,0.7002,0.9042,0.5010
53,2025-08-05 17:15:27,2097875359.3962,11025626.4731,2671207936.0000,2671207936.0000,0.0582,10000.0000,71773.8714,11.1262,2.9969,-97.1691,-3.4930,136.6270,4.8959,0.5000,0.9948,93.4435,180.2792,0.6496,0.8945,0.5131
54,2025-08-05 17:15:28,2082244923.2593,-15630436.1370,1253831808.0000,1253831808.0000,0.0519,10000.0000,52322.4323,10.1701,3.1240,109.5228,3.3812,133.5692,4.7042,0.4998,1.0281,88.2805,181.3727,0.6872,0.9122,0.4748
55,2025-08-05 17:15:30,2071405910.1091,-10839013.1502,1486099200.0000,1486099200.0000,0.0451,10000.0000,56076.0121,8.5965,3.0263,101.1949,-4.5150,140.4813,4.3664,0.5116,1.0782,91.8937,178.5860,0.7413,0.9073,0.5025
56,2025-08-05 17:15:31,2083904500.5714,12498590.4623,2771326976.0000,2771326976.0000,0.0387,10000.0000,72920.8898,10.5960,2.9397,-82.4966,-9.4503,137.0812,4.7191,0.4966,1.0047,86.3914,179.9599,0.5932,0.9168,0.5097
57,2025-08-05 17:15:33,2094294988.3509,10390487.7794,2676162304.0000,2676162304.0000,0.0339,10000.0000,71831.1318,11.4691,2.9633,-91.4566,2.4314,128.2255,3.8811,0.4778,0.9663,89.7836,184.5297,0.5992,0.8990,0.5043
58,2025-08-05 17:15:34,2086395336.8276,-7899651.5233,1636115200.0000,1636115200.0000,0.0301,10000.0000,58345.7052,9.1578,3.0187,79.7111,7.2843,135.7368,4.9999,0.5081,1.0547,89.8626,177.4592,0.7058,0.8978,0.4960
59,2025-08-05 17:15:35,2075523731.5254,-10871605.3022,1444970624.0000,1444970624.0000,0.0282,10000.0000,55433.9499,9.4943,3.0249,104.5250,1.1777,139.8188,4.4662,0.5095,1.1147,86.9377,183.5141,0.7221,0.9151,0.5006
60,2025-08-05 17:15:37,2086485546.6667,10961815.1412,2733232640.0000,2733232640.0000,0.0247,10000.0000,72486.9458,9.9378,2.9995,-100.6582,6.9137,139.4240,4.7060,0.5040,1.1563,89.1774,180.6563,0.6013,0.9131,0.4983
61,2025-08-05 17:15:38,2091877057.0492,5391510.3825,2415367680.0000,2415367680.0000,0.0220,10000.0000,68741.1705,9.7184,2.8255,-89.2492,-4.8333,135.3128,3.1259,0.5176,0.9793,92.5320,183.0434,0.7359,0.8998,0.4982
62,2025-08-05 17:15:39,2099831638.7097,7954581.6605,2585061120.0000,2585061120.0000,0.0197,10000.0000,70769.6032,8.8308,2.9733,-92.5628,2.5063,130.4496,3.3917,0.4991,1.0705,89.1399,184.4801,0.6026,0.8981,0.4889
63,2025-08-05 17:15:41,2099321486.2222,-510152.4875,2067692032.0000,2067692032.0000,0.0179,10000.0000,64349.2933,10.0510,3.0679,-84.5648,-1.6615,132.9121,4.3571,0.4937,0.9363,92.9534,180.9208,0.7139,0.9055,0.5059
64,2025-08-05 17:15:42,2115014008.0000,15692521.7778,3103642880.0000,3103642880.0000,0.0162,10000.0000,76586.6015,9.2855,2.9423,-95.6738,3.6402,132.1659,6.0087,0.5057,0.9220,90.5018,180.2705,0.6592,0.9042,0.4953
65,2025-08-05 17:15:43,2108380055.6308,-6633952.3692,1683807104.0000,1683807104.0000,0.0150,10000.0000,59045.2741,9.9581,3.0309,91.8318,-5.1380,123.3073,3.4624,0.4815,1.0018,89.8777,183.8110,0.7121,0.8968,0.5008
66,2025-08-05 17:15:45,2117021488.4848,8641432.8541,2678714624.0000,2678714624.0000,0.0140,10000.0000,71860.6117,8.0014,2.9324,100.8081,0.2047,142.6346,6.1202,0.4842,1.1073,90.2975,182.4896,0.6909,0.9132,0.4978
67,2025-08-05 17:15:46,2127014264.3582,9992775.8734,2786537472.0000,2786537472.0000,0.0126,10000.0000,73093.3243,10.7355,2.9566,-116.3359,6.1716,139.8724,2.3241,0.5124,1.1124,89.0938,181.3622,0.7550,0.9016,0.5056
68,2025-08-05 17:15:47,2115799397.6471,-11214866.7112,1364403328.0000,1364403328.0000,0.0116,10000.0000,54149.1505,9.4029,3.1590,88.5294,-4.2682,138.4769,4.9000,0.4930,0.8638,89.3522,180.5757,0.7076,0.9008,0.4955
69,2025-08-05 17:15:49,2120892820.4058,5093422.7587,2467245568.0000,2467245568.0000,0.0106,10000.0000,69368.6463,11.9868,2.9859,-119.9031,1.1076,135.9416,4.1376,0.5092,1.0830,89.3091,180.0083,0.7641,0.8911,0.5029
70,2025-08-05 17:15:50,2112327939.6571,-8564880.7487,1521351168.0000,1521351168.0000,0.0099,10000.0000,56619.2981,9.7727,2.9901,91.3254,1.4179,136.9992,5.2743,0.4887,0.9708,90.5900,181.2101,0.7201,0.9082,0.5047
71,2025-08-05 17:15:52,2111744827.4930,-583112.1642,2070926976.0000,2070926976.0000,0.0091,10000.0000,64391.7925,9.7483,3.0963,-104.6518,-1.7976,136.8379,4.8059,0.4951,1.0169,89.9711,184.4655,0.7343,0.8938,0.5069
72,2025-08-05 17:15:53,2113969505.7778,2224678.2848,2271921664.0000,2271921664.0000,0.0084,10000.0000,66970.1852,8.8319,2.9651,-83.8212,2.3553,131.0609,4.8080,0.4808,1.1262,90.4060,179.7443,0.7141,0.8959,0.5077
73,2025-08-05 17:15:54,2106841563.1781,-7127942.5997,1593629696.0000,1593629696.0000,0.0078,10000.0000,57713.8755,9.0328,3.0547,81.4594,-0.3538,131.3491,4.2480,0.5147,1.0570,92.0928,178.4484,0.7353,0.9335,0.4922
74,2025-08-05 17:15:56,2109719276.9730,2877713.7949,2319792384.0000,2319792384.0000,0.0072,10000.0000,67567.2556,10.7523,2.9906,-74.7876,0.0641,123.6165,4.5475,0.4958,1.1968,93.8820,172.1705,0.6967,0.8947,0.5004
75,2025-08-05 17:15:57,2108688979.6267,-1030297.3463,2032446976.0000,2032446976.0000,0.0068,10000.0000,63884.0943,9.7098,2.9870,88.3067,1.2650,141.4114,5.9591,0.4897,1.0944,84.7128,184.1254,0.7232,0.9048,0.5005
76,2025-08-05 17:15:58,2113190896.8421,4501917.2154,2450834688.0000,2450834688.0000,0.0062,10000.0000,69170.8719,10.0013,3.1414,-93.9697,0.0716,127.3876,6.0302,0.5202,0.8201,87.8895,180.8505,0.5877,0.8723,0.5181
77,2025-08-05 17:16:00,2103174433.2468,-10016463.5954,1341923200.0000,1341923200.0000,0.0059,10000.0000,53783.9386,10.5529,2.9094,96.0338,-4.3283,131.3673,4.5069,0.5076,0.9218,88.9286,176.8660,0.7221,0.9022,0.5125
78,2025-08-05 17:16:01,2109496316.7179,6321883.4712,2596281344.0000,2596281344.0000,0.0054,10000.0000,70901.3432,11.1421,3.0223,-84.0745,-4.3124,136.4686,4.4348,0.4962,1.0227,90.1403,179.0551,0.6192,0.8774,0.4842
79,2025-08-05 17:16:02,2104355901.5696,-5140415.1483,1703403520.0000,1703403520.0000,0.0051,10000.0000,59329.8447,10.4267,3.0563,86.3634,1.1374,132.6609,5.4833,0.5077,0.8972,90.2184,177.0975,0.7242,0.9142,0.4866
80,2025-08-05 17:16:04,2096444280.0000,-7911621.5696,1471426176.0000,1471426176.0000,0.0048,10000.0000,55847.9806,10.1440,3.0447,91.9738,4.4267,143.1341,4.1511,0.5027,0.9609,90.8639,183.2081,0.7548,0.8955,0.4857
81,2025-08-05 17:16:05,2101461142.1235,5016862.1235,2502810112.0000,2502810112.0000,0.0045,10000.0000,69795.0104,8.9620,3.0568,86.6002,-5.6162,138.0105,6.2861,0.4941,1.1046,92.1532,181.5306,0.7012,0.8871,0.4908
82,2025-08-05 17:16:06,2105497479.8049,4036337.6814,2432440832.0000,2432440832.0000,0.0042,10000.0000,68948.4107,10.4608,2.9789,-81.7661,5.3099,138.3915,5.0661,0.5085,1.1384,92.6835,189.9782,0.8012,0.8957,0.4894
83,2025-08-05 17:16:08,2110622749.3012,5125269.4963,2530894848.0000,2530894848.0000,0.0039,10000.0000,70129.5657,11.6332,2.9331,-97.7517,-6.9378,137.5752,4.6760,0.5007,1.0237,89.2036,183.0328,0.7603,0.8996,0.5045
84,2025-08-05 17:16:09,2115009171.8095,4386422.5083,2479082240.0000,2479082240.0000,0.0036,10000.0000,69510.8889,11.2509,3.0131,-86.5897,-1.3456,132.8021,5.5540,0.4984,1.0826,90.4661,179.3715,0.7584,0.9068,0.4876
85,2025-08-05 17:16:11,2107830255.4353,-7178916.3742,1504801280.0000,1504801280.0000,0.0034,10000.0000,56365.0299,9.1927,3.1958,-86.8034,-2.3679,139.2631,4.2108,0.4866,1.0539,86.8761,177.3321,0.7550,0.9055,0.5108
86,2025-08-05 17:16:12,2101177455.6279,-6652799.8074,1535689472.0000,1535689472.0000,0.0032,10000.0000,56838.4678,10.2534,3.0147,99.8369,1.8979,142.1941,3.8560,0.4996,0.8863,91.2077,184.8950,0.7392,0.9126,0.5080
87,2025-08-05 17:16:13,2100443745.1034,-733710.5245,2037344640.0000,2037344640.0000,0.0030,10000.0000,63948.9812,11.3023,3.0824,102.8533,5.0467,135.9075,6.2945,0.4946,1.0415,87.2154,177.1527,0.6688,0.9211,0.5017
88,2025-08-05 17:16:15,2107716823.2727,7273078.1693,2740474624.0000,2740474624.0000,0.0028,10000.0000,72569.6730,9.1727,2.9048,82.9613,-2.4801,136.6993,6.5902,0.5128,1.0513,87.6239,184.6903,0.7028,0.9119,0.4959
89,2025-08-05 17:16:16,2113379129.5281,5662306.2554,2611662080.0000,2611662080.0000,0.0026,10000.0000,71081.4692,10.5690,2.8501,-105.8264,2.4946,131.0756,4.7351,0.4925,1.0442,96.2170,181.4582,0.6499,0.9047,0.4985
90,2025-08-05 17:16:17,2113692137.2444,313007.7164,2141549824.0000,2141549824.0000,0.0025,10000.0000,65311.4539,10.5696,3.0555,-90.7552,3.5816,135.2093,3.6689,0.5011,1.1168,86.7288,181.5865,0.7601,0.8832,0.4953
91,2025-08-05 17:16:19,2124455328.3516,10763191.1072,3093142528.0000,3093142528.0000,0.0023,10000.0000,76473.8655,10.5721,3.0587,-106.4864,-1.7394,141.2354,5.9118,0.5063,1.1032,89.5615,180.7653,0.5873,0.9044,0.4962
92,2025-08-05 17:16:20,2119896175.3043,-4559153.0473,1705013248.0000,1705013248.0000,0.0022,10000.0000,59353.1486,9.9617,2.8918,109.4250,-6.5614,128.6138,6.0419,0.4921,1.1262,93.3359,180.0057,0.7208,0.9023,0.4956
93,2025-08-05 17:16:21,2118816265.6344,-1079909.6699,2019464576.0000,2019464576.0000,0.0020,10000.0000,63711.7274,8.4244,3.0419,-86.9040,2.1963,133.2815,4.9331,0.5177,1.1211,90.5474,185.6794,0.7751,0.9206,0.5041
94,2025-08-05 17:16:23,2113462822.1277,-5353443.5067,1615592576.0000,1615592576.0000,0.0019,10000.0000,58041.5396,9.9273,2.9884,92.8354,-3.0576,138.0311,3.5085,0.4901,0.9743,89.2786,182.3629,0.6592,0.8997,0.5206
95,2025-08-05 17:16:24,2111769758.9895,-1693063.1382,1952621824.0000,1952621824.0000,0.0018,10000.0000,62815.3341,10.7765,3.1075,-75.3345,-5.5566,137.4377,5.4500,0.4976,0.9926,89.4150,179.5472,0.6950,0.8764,0.4930
96,2025-08-05 17:16:25,2108763717.3333,-3006041.6561,1823189760.0000,1823189760.0000,0.0017,10000.0000,61034.8609,10.3038,3.1420,-95.9266,3.7592,136.1644,4.1736,0.4879,1.0180,89.0425,181.3168,0.6654,0.9095,0.5006
97,2025-08-05 17:16:27,2109996968.9072,1233251.5739,2228389120.0000,2228389120.0000,0.0016,10000.0000,66421.7450,8.8971,3.0344,94.9825,-3.5894,137.9926,5.8599,0.5180,1.0712,89.1693,178.3656,0.7282,0.8973,0.5028
98,2025-08-05 17:16:28,2104922424.1633,-5074544.7440,1612691584.0000,1612691584.0000,0.0015,10000.0000,57998.3886,10.6479,3.1699,84.6767,4.3584,136.2781,5.7104,0.5044,0.7680,88.3356,178.0493,0.6828,0.9107,0.4968
99,2025-08-05 17:16:30,2110545236.0404,5622811.8771,2661580800.0000,2661580800.0000,0.0014,10000.0000,71662.4570,7.9534,2.9278,95.8475,-2.4922,139.0040,5.5445,0.5059,1.0857,87.2557,177.4362,0.6297,0.8944,0.5196
100,2025-08-05 17:16:31,2111278219.5200,732983.4796,2183843584.0000,2183843584.0000,0.0013,10000.0000,65854.9613,9.8491,3.0091,-76.4988,4.5099,134.8434,3.6761,0.4952,1.0487,87.1380,178.8429,0.7074,0.9055,0.4966
101,2025-08-05 17:16:32,2090666609.2475,-20611610.2725,29505582.0000,29505582.0000,0.0012,69110.4297,62618.0610,8.1156,3.0898,-106.6651,-6.1229,139.9022,4.7290,0.4979,1.0012,89.5880,180.4686,0.7406,0.9108,0.4963
102,2025-08-05 17:16:34,2070181410.9547,-20485198.2929,1176383.3750,1176383.3750,0.0011,69103.6406,70400.0002,7.8515,2.8935,-88.5677,4.8790,133.9125,2.9920,0.4932,0.8602,93.3333,182.5658,0.6323,0.9041,0.5107
103,2025-08-05 17:16:35,2051053541.9551,-19127868.9996,100010904.0000,100010904.0000,0.0010,69104.0703,57151.1318,11.1618,2.9562,86.7815,1.7769,134.5930,4.5362,0.4971,0.8752,86.6411,182.9599,0.6388,0.8998,0.4997
104,2025-08-05 17:16:37,2033013671.5901,-18039870.3650,174907024.0000,174907024.0000,0.0010,69100.7891,53293.6019,9.7453,2.9230,107.2953,2.6828,129.3098,5.1615,0.5027,0.7965,87.6680,175.3942,0.7277,0.8938,0.5140
105,2025-08-05 17:16:38,2013817284.5464,-19196387.0437,17393032.0000,17393032.0000,0.0009,69094.3281,64109.6340,10.9753,3.0251,81.6220,-0.7000,127.7880,5.9692,0.4964,0.9022,91.1184,178.2585,0.6186,0.8939,0.4926
106,2025-08-05 17:16:39,1994819064.7043,-18998219.8421,5981.2852,5981.2842,0.0009,69085.0703,69177.5071,8.5133,3.0111,98.9628,-1.3612,135.3451,6.2126,0.5095,1.0324,93.2553,176.9560,0.7018,0.9034,0.5009
