run #,datetime,avg_loss,avg_loss_change,loss,pred_cost,true_cost,rel_error,accuracy_5pct,accuracy_10pct,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12
502,2025-08-05 19:59:10,85029347.7010,-157902.0124,5920439.5000,64859.8516,62426.6577,0.0390,43.6,71.7,10.4520,3.1161,-93.7524,-4.6620,130.7361,4.5549,0.5121,0.9581,93.2695,179.2326,0.6516,0.8950,0.4990
503,2025-08-05 19:59:12,84880735.7951,-148611.9060,10277559.0000,57107.8086,53901.9470,0.0595,43.5,71.8,10.3951,2.8731,88.8194,-4.3800,127.2485,4.9217,0.5022,0.9413,93.2642,178.4603,0.7792,0.9019,0.5055
504,2025-08-05 19:59:13,84719788.7364,-160947.0586,3763418.2500,74572.0312,72632.0770,0.0267,43.7,71.8,10.8497,2.9694,-89.5171,-6.6231,129.8836,5.8444,0.5194,1.1366,88.4575,179.8089,0.6985,0.8913,0.5044
505,2025-08-05 19:59:14,84649748.3944,-70040.3421,49349416.0000,64760.4531,71785.3681,0.0979,43.6,71.9,10.7503,3.0317,-105.6115,1.9616,140.9013,5.9993,0.4904,0.9282,92.4416,177.6632,0.7708,0.9170,0.5025
506,2025-08-05 19:59:16,84546361.3936,-103387.0008,32335926.0000,60596.3984,66282.8675,0.0858,43.5,71.9,9.2663,2.8904,91.8017,3.5082,132.5058,6.0900,0.5082,0.9709,89.1204,184.3507,0.6996,0.8946,0.5065
507,2025-08-05 19:59:17,84420197.7459,-126163.6477,20581392.0000,58946.1094,63482.7811,0.0715,43.4,72.0,9.0929,2.9451,100.2222,0.4888,132.0113,5.6520,0.5016,1.0231,92.0934,174.4198,0.6296,0.9054,0.4860
508,2025-08-05 19:59:18,84254132.6644,-166065.0815,59136.3594,62523.1797,62766.3585,0.0039,43.5,72.0,10.4787,3.2479,-90.1110,-2.4752,125.7746,5.8861,0.5104,1.1937,91.9956,177.8918,0.6604,0.9067,0.5035
509,2025-08-05 19:59:20,84091308.6656,-162823.9988,1376717.2500,67140.0000,68313.3341,0.0172,43.6,72.1,8.9829,3.0290,-84.2193,0.3792,129.3293,4.7867,0.5036,1.0189,90.5442,181.8768,0.5979,0.9088,0.4930
510,2025-08-05 19:59:21,84011143.6525,-80165.0131,43207152.0000,60897.6133,54324.3997,0.1210,43.5,72.0,10.9281,2.8535,73.7242,-2.8804,132.0715,5.2278,0.4958,1.0384,87.3338,176.2456,0.6855,0.9156,0.5092
511,2025-08-05 19:59:22,83847713.5559,-163430.0966,498364.3125,57618.9531,58324.9028,0.0121,43.6,72.0,11.2232,3.0249,81.9438,-5.5186,137.4652,5.2866,0.5046,1.1675,90.7605,179.0791,0.7505,0.9011,0.5260
512,2025-08-05 19:59:24,83717152.8068,-130560.7491,17000610.0000,57140.6250,61263.8048,0.0673,43.6,72.1,11.0247,3.0869,84.0912,0.1061,130.3624,3.6855,0.4829,1.1163,94.1448,178.7135,0.6997,0.9101,0.5059
513,2025-08-05 19:59:25,83877560.9144,160408.1076,166006512.0000,58620.2422,71504.5963,0.1802,43.5,71.9,10.0168,3.0501,98.3046,-5.8885,130.5972,7.1731,0.4928,0.8666,85.9943,177.8963,0.7413,0.9042,0.5163
514,2025-08-05 19:59:27,83715113.8763,-162447.0381,379783.3125,71637.3281,71021.0659,0.0087,43.6,72.0,10.0128,2.8481,-82.2270,-2.7468,131.9931,4.8873,0.5085,0.9613,84.6294,173.5931,0.6758,0.9102,0.5064
515,2025-08-05 19:59:28,83561065.6095,-154048.2668,4380256.5000,68436.6250,70529.5316,0.0297,43.7,72.0,10.0657,3.0308,-91.3181,-1.1659,128.9496,5.6759,0.4791,1.0409,96.3054,177.7605,0.6963,0.8908,0.4880
516,2025-08-05 19:59:29,83421028.8506,-140036.7589,11302098.0000,59615.6406,56253.7803,0.0598,43.6,72.1,9.9866,3.0774,88.5520,5.7215,136.3756,4.6745,0.4958,0.9210,85.3198,183.0743,0.7036,0.9087,0.5137
517,2025-08-05 19:59:31,83262171.9384,-158856.9122,1292005.2500,64787.9219,65924.5885,0.0172,43.7,72.1,10.6032,3.1698,-101.7019,2.2734,139.4893,6.1849,0.5165,0.8472,90.9475,177.6411,0.6944,0.9143,0.4965
518,2025-08-05 19:59:32,83211473.2667,-50698.6717,57000260.0000,61513.5625,69063.4142,0.1093,43.6,72.0,9.0546,2.8086,-105.9859,6.4759,129.7791,3.1592,0.5089,1.0459,88.3115,180.2568,0.7529,0.9180,0.4940
519,2025-08-05 19:59:33,83099454.3355,-112018.9311,25073648.0000,70294.8984,65287.5395,0.0767,43.5,72.1,9.1563,3.1266,-79.7379,-1.6282,135.0591,6.0789,0.5051,1.0100,90.2057,182.3629,0.6946,0.9016,0.5147
520,2025-08-05 19:59:35,82945135.8517,-154318.4838,2853842.7500,65615.5859,63926.2551,0.0264,43.7,72.1,9.0991,3.0152,-91.6200,-2.6035,131.7146,4.2886,0.4894,1.0474,82.7341,176.0121,0.7005,0.9029,0.5046
521,2025-08-05 19:59:36,82791711.5843,-153424.2675,3011092.5000,71313.6250,73048.8756,0.0238,43.8,72.2,9.4492,3.0435,-85.9009,4.5115,141.6256,6.0570,0.4985,1.0485,90.7158,179.8593,0.7333,0.8983,0.5016
522,2025-08-05 19:59:37,82656317.3475,-135394.2368,12115920.0000,59999.8477,56519.0564,0.0616,43.7,72.2,8.7061,2.9696,77.3320,3.5782,131.0609,3.3546,0.4957,1.0028,87.7441,176.9544,0.6984,0.9065,0.4902
523,2025-08-05 19:59:39,82507506.4147,-148810.9328,4828199.5000,58208.4570,56011.1413,0.0392,43.8,72.3,10.6460,3.0328,96.4514,-3.4483,139.5028,4.5559,0.5110,0.9310,86.4227,180.4583,0.6994,0.9134,0.4990
524,2025-08-05 19:59:40,82353033.0196,-154473.3951,1563447.3750,63079.0859,61828.7083,0.0202,43.9,72.3,10.3862,3.1410,-91.5546,1.9958,134.8392,3.9592,0.5129,1.0412,91.4370,172.7894,0.6547,0.9084,0.5016
525,2025-08-05 19:59:41,82208800.2443,-144232.7753,6630826.0000,64729.9375,67304.9785,0.0383,44.0,72.4,9.9946,2.9829,-88.1852,0.0415,138.5816,3.2774,0.5166,0.8779,87.3196,172.3507,0.7469,0.9110,0.4897
526,2025-08-05 19:59:43,82054312.9979,-154487.2464,948508.6250,72975.7656,73949.6820,0.0132,44.1,72.4,8.6723,2.8599,-84.6314,-1.9603,132.5739,5.7002,0.5011,1.0070,95.2695,180.0778,0.8039,0.9080,0.4953
527,2025-08-05 19:59:44,81910796.0823,-143516.9156,6420898.5000,59569.7109,62103.6595,0.0408,44.2,72.5,9.0089,3.1863,104.2723,1.8737,134.3499,6.0358,0.4828,0.8759,90.7080,181.3934,0.7199,0.9171,0.4838
528,2025-08-05 19:59:45,81770667.6267,-140128.4556,7922971.5000,58194.6914,55379.9155,0.0508,44.1,72.5,9.0778,2.8916,101.4314,8.7684,131.3901,4.8858,0.4881,0.8812,92.4599,183.4692,0.7588,0.8965,0.5181
529,2025-08-05 19:59:47,81631457.6728,-139209.9539,8128602.0000,61441.6992,64292.7703,0.0443,44.2,72.6,11.9638,2.9021,87.4165,-1.0281,137.6811,6.1949,0.5175,1.0195,89.8643,180.8433,0.7293,0.8855,0.5062
530,2025-08-05 19:59:48,81497808.0432,-133649.6296,10797154.0000,63804.5742,67090.4744,0.0490,44.3,72.6,8.7656,2.9953,-96.8963,-1.8972,135.9704,2.9242,0.4994,0.9210,89.9425,180.8840,0.7888,0.8954,0.4955
531,2025-08-05 19:59:49,81370786.9038,-127021.1394,14049583.0000,62934.5586,66682.8384,0.0562,44.3,72.7,10.8619,3.0201,-106.7500,-0.8159,135.9275,3.6945,0.5125,1.1573,94.5394,182.3084,0.7585,0.8972,0.5074
532,2025-08-05 19:59:51,81478091.0487,107304.1449,138456592.0000,72553.4688,84320.2247,0.1395,44.2,72.6,11.5726,2.7836,-92.0186,0.5135,129.4945,6.9378,0.4977,0.8493,87.9283,187.0741,0.7589,0.9093,0.5042
533,2025-08-05 19:59:52,81332786.4032,-145304.6455,4030715.0000,67548.7031,69556.3678,0.0289,44.3,72.6,10.4691,3.0708,-91.8459,-2.2526,135.4583,5.7642,0.4914,0.9350,87.3865,180.1569,0.7997,0.9103,0.4883
534,2025-08-05 19:59:53,81201012.3893,-131774.0139,10965463.0000,64551.2930,61239.8784,0.0541,44.2,72.7,10.0099,3.1252,-96.7074,0.4979,134.1154,4.3121,0.5166,0.8804,94.3891,176.6761,0.6567,0.9011,0.4981
535,2025-08-05 19:59:55,81049517.5084,-151494.8809,151251.1094,61863.3828,61474.4726,0.0063,44.3,72.7,10.6353,3.1690,93.1171,6.7837,130.5419,6.2241,0.5197,1.0138,89.4999,179.4811,0.6640,0.8808,0.4955
536,2025-08-05 19:59:56,80927613.2537,-121904.2547,15708837.0000,62357.9805,58394.5423,0.0679,44.2,72.8,10.0635,3.0069,74.2885,-3.6150,134.7468,3.6519,0.5091,0.9433,87.7369,185.0844,0.6802,0.9014,0.4937
537,2025-08-05 19:59:57,80777075.8590,-150537.3947,89032.3047,63381.3867,63083.0038,0.0047,44.3,72.8,9.7074,2.7885,81.2075,5.5018,130.2066,5.9122,0.4891,0.8380,84.1895,179.1986,0.6838,0.8963,0.4919
538,2025-08-05 19:59:59,80717580.5805,-59495.2785,48768616.0000,66573.0078,73556.4608,0.0949,44.2,72.9,10.2103,2.9402,-108.3510,4.4009,128.5239,3.7783,0.4931,1.0957,89.6862,179.0728,0.5520,0.8966,0.4881
539,2025-08-05 20:00:00,80567923.0790,-149657.5015,52187.2617,70207.4531,70435.8961,0.0032,44.3,72.9,9.5648,3.0044,-91.9023,4.9740,136.5685,5.4893,0.5062,0.6652,85.7368,177.2621,0.7525,0.8975,0.4835
540,2025-08-05 20:00:02,80504024.7770,-63898.3020,46062840.0000,57465.6250,64252.5841,0.1056,44.3,72.8,10.4253,2.9495,95.9479,0.5007,130.3335,2.8794,0.4892,1.0603,87.7029,181.6699,0.6749,0.8952,0.4967
541,2025-08-05 20:00:03,80365583.6036,-138441.1733,5607350.0000,69872.6875,67504.7000,0.0351,44.4,72.8,7.8829,2.9309,-98.8915,1.6721,140.1224,3.9040,0.4929,1.1259,89.8782,179.3627,0.6375,0.9087,0.4824
542,2025-08-05 20:00:04,80232403.5020,-133180.1017,8181968.5000,63882.3672,66742.7808,0.0429,44.5,72.9,9.3343,3.0970,73.7370,1.5982,133.0284,6.1789,0.4887,1.0396,84.8314,182.6408,0.7816,0.8998,0.5328
543,2025-08-05 20:00:06,80115397.3777,-117006.1243,16698078.0000,74922.8984,70836.5688,0.0577,44.4,72.9,9.5420,3.0107,-87.3129,5.6357,135.4324,5.6382,0.5131,1.0822,93.9254,179.7093,0.7310,0.8895,0.4823
544,2025-08-05 20:00:07,79969695.2972,-145702.0804,853465.6250,60453.7188,59529.8875,0.0155,44.5,73.0,10.5718,3.0511,83.4579,-3.0132,135.8887,5.4375,0.4907,1.1133,88.4047,173.4725,0.6773,0.9164,0.4983
545,2025-08-05 20:00:08,79878272.0875,-91423.2097,30144046.0000,69092.0938,63601.7360,0.0863,44.4,73.0,8.9457,3.0524,-102.8370,-2.3762,135.4773,4.7074,0.4959,0.7844,91.9292,183.6477,0.7496,0.8983,0.5010
546,2025-08-05 20:00:10,79738469.7916,-139802.2959,3546218.5000,75332.1406,77215.2774,0.0244,44.5,73.1,11.6261,2.9051,-104.7915,-9.1815,129.8529,6.5025,0.4797,1.0130,92.8204,182.8074,0.7676,0.9302,0.5045
547,2025-08-05 20:00:11,79623616.0845,-114853.7071,16913492.0000,78840.3281,74727.7278,0.0550,44.4,73.1,9.7868,3.0532,-78.2042,-9.7854,137.3863,6.1686,0.4848,1.1117,87.3409,180.3192,0.6364,0.9024,0.5023
548,2025-08-05 20:00:12,79478795.7631,-144820.3213,262080.0000,70755.1328,70243.1991,0.0073,44.5,73.2,11.7991,2.9936,-80.1154,4.6313,141.4720,4.8490,0.5059,1.2333,87.5524,178.4101,0.8142,0.9048,0.5011
549,2025-08-05 20:00:14,79470116.7326,-8679.0305,74714008.0000,79436.1406,70792.4175,0.1221,44.4,73.0,9.9188,2.9065,-77.1782,-3.5749,135.1853,5.3009,0.5053,0.8099,88.6003,175.2980,0.7216,0.9025,0.4933
550,2025-08-05 20:00:15,79335679.0758,-134437.6568,5529405.5000,78273.4766,80624.9490,0.0292,44.5,73.1,8.7775,2.8552,-95.8123,-0.1787,138.0867,6.4138,0.5025,1.0138,90.1737,181.2121,0.6884,0.8993,0.5171
551,2025-08-05 20:00:16,79198978.3692,-136700.7066,4013589.7500,59624.7266,61628.1205,0.0325,44.6,73.1,9.4841,3.0420,98.3418,5.4095,146.1295,5.6335,0.5093,1.1383,87.5691,179.2646,0.7717,0.8910,0.5037
552,2025-08-05 20:00:18,79059004.4424,-139973.9268,1933370.7500,59143.5078,60533.9648,0.0230,44.7,73.2,8.9924,2.9905,85.0342,0.4854,129.1130,3.1679,0.5180,1.0339,86.2922,179.6456,0.7121,0.8987,0.4952
553,2025-08-05 20:00:19,78917521.3134,-141483.1290,818834.1250,61332.8359,62237.7319,0.0145,44.8,73.2,8.7915,2.8990,96.0120,0.3066,144.1322,4.8991,0.4909,0.8582,91.9724,176.7816,0.6252,0.8972,0.4961
554,2025-08-05 20:00:20,78803081.1865,-114440.1269,15517691.0000,71479.9297,67540.6769,0.0583,44.8,73.3,9.5456,3.0064,-89.6882,2.0021,133.7106,5.0417,0.4980,1.0307,91.5004,180.2844,0.7159,0.9153,0.5139
555,2025-08-05 20:00:22,78707185.2492,-95895.9373,25580836.0000,60065.7617,55008.0105,0.0919,44.7,73.3,9.5845,2.9738,79.1571,1.8530,124.3406,4.0622,0.5019,1.0999,87.0306,179.3708,0.7760,0.8920,0.5096
556,2025-08-05 20:00:23,78577507.2272,-129678.0220,6606205.0000,57223.5078,59793.7627,0.0430,44.8,73.4,11.0932,2.9830,98.4843,-3.2171,134.7246,3.7069,0.5054,1.0586,92.7938,181.0532,0.6737,0.9121,0.5203
557,2025-08-05 20:00:24,78466645.9036,-110861.3236,16827750.0000,61231.1523,57128.9900,0.0718,44.7,73.4,11.0743,2.9909,90.7553,5.9602,130.9068,5.5509,0.5028,0.9297,86.7173,180.5213,0.7470,0.9083,0.4869
558,2025-08-05 20:00:26,78329464.5259,-137181.3777,1919437.1250,64697.1562,66082.5907,0.0210,44.8,73.5,10.4451,3.0632,82.0654,-2.2142,146.6684,6.0018,0.5000,1.0875,90.6081,177.8611,0.6693,0.8856,0.4949
559,2025-08-05 20:00:27,78244961.8595,-84502.6664,31092474.0000,66605.0859,72181.1505,0.0773,44.7,73.5,11.6093,2.9486,-117.8035,-0.2842,131.4044,4.1273,0.4906,1.0344,91.2568,178.5243,0.5907,0.8854,0.4972
560,2025-08-05 20:00:29,78105370.7479,-139591.1116,73939.3828,62713.8164,62985.7338,0.0043,44.8,73.6,9.2218,3.1868,94.9076,4.2862,136.6588,5.5532,0.4837,0.9517,92.3713,186.3347,0.6298,0.9077,0.5186
561,2025-08-05 20:00:30,77967261.0704,-138109.6775,625841.6875,71860.1016,72651.2013,0.0109,44.9,73.6,10.4613,3.0958,-79.1668,3.4335,124.4171,6.7831,0.5047,0.9502,91.7124,184.2297,0.6729,0.8868,0.4832
562,2025-08-05 20:00:31,78036473.9155,69212.8451,116864880.0000,69973.3984,59162.9918,0.1827,44.8,73.5,9.3663,3.1140,-72.5463,-1.5581,137.7163,4.9369,0.5066,0.9272,86.8900,182.2091,0.7105,0.8925,0.4843
563,2025-08-05 20:00:33,78032981.0951,-3492.8205,76070016.0000,63821.0625,72542.8789,0.1202,44.8,73.4,8.9815,3.0929,84.0575,-7.9147,128.8076,6.6898,0.4995,0.9482,89.2210,179.0117,0.6790,0.8951,0.5057
564,2025-08-05 20:00:34,77941794.2385,-91186.8566,26603594.0000,67607.5859,72765.4529,0.0709,44.7,73.4,11.2341,2.9671,-110.9738,2.3945,133.4880,6.1156,0.5014,1.1283,83.5262,175.4382,0.7508,0.8994,0.5095
565,2025-08-05 20:00:35,77806188.3518,-135605.8867,1324468.2500,60904.2383,62055.0943,0.0185,44.8,73.5,9.8357,2.9067,96.7287,-3.5110,134.6783,5.8982,0.5036,0.9074,90.3141,179.2001,0.7108,0.8903,0.5011
566,2025-08-05 20:00:37,77760332.9660,-45855.3858,51852040.0000,66002.7188,73203.5511,0.0984,44.7,73.5,9.0102,2.9630,79.5572,-2.8466,133.7519,6.7588,0.5054,0.8588,91.5331,184.3993,0.6843,0.9149,0.5170
567,2025-08-05 20:00:38,77634262.4881,-126070.4779,6278372.0000,60260.4531,62766.1200,0.0399,44.8,73.5,8.4692,2.9598,98.2780,-2.0114,137.3924,5.3231,0.4978,1.1296,91.5553,179.6891,0.7212,0.8903,0.5024
568,2025-08-05 20:00:39,77498965.0322,-135297.4560,785307.5000,64300.7188,63414.5419,0.0140,44.9,73.6,9.7846,2.8895,86.5314,-0.3452,131.3757,5.8897,0.5182,1.0876,88.0480,181.9317,0.6743,0.9064,0.4978
569,2025-08-05 20:00:41,77363709.7914,-135255.2407,538733.0625,72850.5781,72116.5924,0.0102,45.0,73.6,11.1926,2.9858,-88.4654,3.4636,125.1831,5.8649,0.5157,1.0774,91.0770,181.7566,0.6959,0.8974,0.5081
570,2025-08-05 20:00:42,77228052.1464,-135657.6451,38852.1055,70703.2031,70900.3090,0.0028,45.1,73.7,11.3754,3.0510,-90.7520,2.4005,133.7386,5.7696,0.5008,0.9452,97.3100,184.0715,0.7252,0.8821,0.5105
571,2025-08-05 20:00:43,77247217.4491,19165.3027,88171440.0000,64035.3750,54645.4098,0.1718,45.0,73.6,10.7990,3.1222,77.8798,0.8047,135.3098,5.5412,0.5065,1.0771,89.8769,180.7352,0.7462,0.8996,0.4954
572,2025-08-05 20:00:45,77115369.9914,-131847.4577,1830471.6250,66692.3906,65339.4396,0.0207,45.1,73.6,10.3592,3.0700,-85.7808,-0.3970,129.0071,3.7404,0.5052,0.9316,89.0959,183.0022,0.6979,0.9080,0.5028
573,2025-08-05 20:00:46,76985816.1210,-129553.8704,2881002.2500,57552.6875,55855.3370,0.0304,45.2,73.6,11.0288,3.1813,91.8531,-5.1443,133.5242,4.1895,0.4950,0.8647,91.3419,175.3547,0.7788,0.9083,0.5072
574,2025-08-05 20:00:48,76854947.4415,-130868.6794,1867194.1250,65693.8984,67060.3528,0.0204,45.3,73.7,11.2074,3.0204,-89.5906,-3.3174,125.2337,3.6921,0.4740,1.0108,88.4076,182.7015,0.7716,0.8810,0.5153
575,2025-08-05 20:00:49,76768715.4773,-86231.9642,27271568.0000,76591.4219,71369.2033,0.0732,45.2,73.7,9.4740,2.8927,-81.3099,-5.1633,137.9915,5.3070,0.4938,0.9423,86.9692,180.4252,0.7107,0.8921,0.5034
576,2025-08-05 20:00:50,76635514.0143,-133201.4630,44672.7852,71274.1250,71485.4831,0.0030,45.3,73.8,8.9718,2.9400,-97.1209,-1.7757,142.7871,5.1876,0.5065,1.0211,93.9241,176.2696,0.6882,0.9096,0.4983
577,2025-08-05 20:00:52,76591893.1512,-43620.8631,51466276.0000,63581.9883,56407.9881,0.1272,45.2,73.7,9.7728,2.9874,86.0336,-0.0789,133.9430,5.2219,0.5147,1.1557,88.8628,183.2025,0.6819,0.8964,0.5075
578,2025-08-05 20:00:53,76475713.2253,-116179.9259,9439896.0000,64748.2031,61675.7599,0.0498,45.3,73.7,10.3965,3.1264,-100.8129,-2.6132,134.3090,5.2875,0.5130,1.1572,90.5678,179.8616,0.7880,0.8994,0.4991
579,2025-08-05 20:00:54,76343703.4066,-132009.8187,42028.2031,67916.4375,67711.4310,0.0030,45.4,73.7,9.6431,2.9532,-94.4632,-1.0942,136.2442,4.5683,0.5025,0.8521,88.2652,181.3269,0.7860,0.9149,0.4974
580,2025-08-05 20:00:56,76216831.3697,-126872.0369,2757922.0000,58714.3828,60375.0807,0.0275,45.5,73.8,5.9682,2.9154,92.2991,-1.1363,132.2931,3.7946,0.4857,1.1157,93.3070,181.5054,0.7416,0.9102,0.4824
581,2025-08-05 20:00:57,76087094.9266,-129736.4431,839957.9375,60384.7617,59468.2698,0.0154,45.6,73.8,11.8748,2.8940,105.4508,-2.8037,137.7003,5.5215,0.4885,0.8145,88.5217,179.3329,0.6957,0.9019,0.4796
582,2025-08-05 20:00:59,75958689.7583,-128405.1683,1355287.0000,59639.8242,58475.6575,0.0199,45.7,73.9,8.0597,3.0533,90.7881,-3.3583,133.9511,3.6390,0.5064,1.0364,82.8883,182.5105,0.6640,0.9019,0.4766
583,2025-08-05 20:01:00,75849757.8977,-108931.8606,12451415.0000,71334.2500,74862.9044,0.0471,45.8,73.9,11.2901,2.9792,-81.4148,1.0185,134.3783,4.3047,0.4972,1.1530,82.3892,178.7427,0.5408,0.8963,0.5024
584,2025-08-05 20:01:01,75724210.9856,-125546.9121,2530361.2500,58705.8320,57115.1205,0.0279,45.9,74.0,10.0801,2.8865,83.8347,5.9776,128.7039,3.3903,0.5148,0.8963,89.4242,178.0215,0.6973,0.9053,0.5114
585,2025-08-05 20:01:03,75624631.8899,-99579.0957,17470440.0000,72737.1641,68557.3998,0.0610,45.8,74.0,9.5496,2.9034,-87.1647,-2.3609,136.5202,4.5893,0.4856,1.1318,91.9168,179.5646,0.7086,0.8934,0.5022
586,2025-08-05 20:01:04,75495775.9088,-128855.9811,115026.9609,63502.9062,63842.0644,0.0053,45.9,74.1,10.5385,3.1872,-100.2799,-0.4837,134.5145,5.8629,0.4956,0.8441,92.4815,184.6687,0.6747,0.9033,0.4899
587,2025-08-05 20:01:05,75368112.7098,-127663.1991,557478.0625,62050.8086,62797.4533,0.0119,46.0,74.1,10.3235,3.2138,-94.6305,6.6781,137.3932,4.9710,0.4897,0.9265,91.9812,183.7097,0.6440,0.9095,0.4875
588,2025-08-05 20:01:07,75242918.1482,-125194.5616,1753710.5000,66378.8906,65054.6117,0.0204,46.1,74.1,8.2060,3.0576,-82.3230,0.2587,141.9495,4.2530,0.4865,0.8618,86.6809,178.1374,0.6361,0.8994,0.4960
589,2025-08-05 20:01:08,75241886.2872,-1031.8610,74635152.0000,61847.7656,53208.6031,0.1624,46.0,74.0,10.2868,2.8405,85.9740,-1.8606,136.9251,4.9408,0.5038,1.0309,92.5321,181.0709,0.6863,0.9058,0.5004
590,2025-08-05 20:01:10,75134731.8918,-107154.3954,12020793.0000,56841.1133,53374.0132,0.0650,45.9,74.1,9.5918,2.9654,102.7222,6.0027,135.5876,4.1947,0.5078,1.0759,92.9571,181.2421,0.7759,0.8977,0.5017
591,2025-08-05 20:01:11,75028361.6415,-106370.2502,12269914.0000,69768.1406,73270.9881,0.0478,46.0,74.1,10.1689,2.9302,-92.2052,2.6691,122.2225,5.9368,0.4970,1.0292,86.7100,182.1912,0.6961,0.8975,0.4855
592,2025-08-05 20:01:12,74922034.5762,-106327.0653,12082739.0000,63757.0156,60280.9920,0.0577,45.9,74.2,10.4219,3.2032,-91.3423,-0.2685,135.1232,5.2157,0.4829,0.9527,91.6160,188.9598,0.7074,0.8911,0.5051
593,2025-08-05 20:01:14,74796083.8328,-125950.7434,233243.7188,66574.1250,66091.1715,0.0073,46.0,74.2,8.8396,2.8855,-92.7435,-3.8555,129.6477,3.6287,0.4885,1.0861,86.7855,179.1934,0.7550,0.8904,0.5011
594,2025-08-05 20:01:15,74672807.9587,-123275.8741,1570214.6250,63266.5898,62013.5076,0.0202,46.1,74.2,10.5264,3.1270,-104.6137,-2.9794,128.7196,5.5082,0.5082,1.0286,87.3750,172.7747,0.6895,0.9005,0.5175
595,2025-08-05 20:01:16,74550732.7290,-122075.2298,2038046.2500,60757.6094,59330.0063,0.0241,46.2,74.3,10.2167,3.0499,92.1461,5.4758,130.7606,5.1805,0.4950,1.0824,89.1160,179.1117,0.6203,0.9102,0.4827
596,2025-08-05 20:01:18,74431363.8238,-119368.9052,3406865.2500,59179.6289,61025.3971,0.0302,46.3,74.3,7.7982,3.0784,97.1660,2.4600,131.9738,4.6112,0.4967,1.0238,89.1476,183.6390,0.6583,0.8879,0.4985
597,2025-08-05 20:01:19,74314426.6650,-116937.1588,4619880.0000,75373.5469,73224.1537,0.0294,46.4,74.4,10.7815,2.7997,-95.5958,-0.4643,137.7455,4.7762,0.4941,1.1176,95.9689,181.7098,0.6474,0.9012,0.4953
598,2025-08-05 20:01:20,74190379.1556,-124047.5094,134016.0469,63704.7266,64070.8085,0.0057,46.5,74.4,10.3166,3.0618,-89.9463,-1.0318,124.5165,4.1645,0.5081,1.0089,91.0236,183.2336,0.7418,0.9008,0.4991
599,2025-08-05 20:01:22,74066806.4960,-123572.6595,170356.1094,66257.2656,65844.5255,0.0063,46.6,74.5,9.5129,3.0308,-88.7395,-0.1282,135.3514,4.5448,0.5042,1.0243,90.9041,180.5325,0.6820,0.9025,0.5027
600,2025-08-05 20:01:23,73957118.9994,-109687.4967,8254308.5000,66971.2031,69844.2329,0.0411,46.7,74.5,11.7850,2.9114,-94.1258,-2.3935,140.6382,4.2314,0.5069,0.9645,88.6223,185.0175,0.7236,0.8968,0.4892
601,2025-08-05 20:01:24,73884368.0560,-72750.9434,30233802.0000,57232.6289,62731.1573,0.0877,46.6,74.5,12.5903,3.0053,74.8208,1.3795,130.3517,3.4905,0.4967,1.0366,88.2210,180.2579,0.7638,0.8970,0.5008
602,2025-08-05 20:01:26,73774045.9197,-110322.1363,7470442.0000,68561.4766,71294.6894,0.0383,46.7,74.6,10.6980,3.0081,-90.6337,0.3020,134.7331,5.2352,0.5090,0.8685,88.7940,182.8206,0.6309,0.8897,0.5122
603,2025-08-05 20:01:27,73658224.0118,-115821.9078,3933435.5000,60195.6602,62178.9501,0.0319,46.8,74.6,11.8800,3.0138,92.7823,-0.3896,126.5483,5.9358,0.4904,0.9681,87.6267,178.2660,0.6818,0.8959,0.4842
604,2025-08-05 20:01:28,73536273.5916,-121950.4202,170.2209,61190.9922,61177.9452,0.0002,46.9,74.7,9.8160,3.0845,87.4897,6.8404,128.3857,5.8123,0.4873,0.8858,86.8303,180.5623,0.7336,0.8897,0.5150
605,2025-08-05 20:01:30,73418537.8514,-117735.7402,2306150.7500,67557.3516,66038.7486,0.0230,46.9,74.7,9.4456,2.9997,-77.5891,-4.7682,140.3554,4.3117,0.4906,0.8058,92.8884,178.1036,0.7566,0.8962,0.4918
606,2025-08-05 20:01:31,73303579.9630,-114957.8884,3754057.5000,58094.3594,60031.8971,0.0323,47.0,74.8,10.8748,3.0024,92.2214,-3.3882,141.4102,3.6584,0.4986,0.9360,86.4512,186.8590,0.7174,0.8960,0.4943
607,2025-08-05 20:01:33,73193090.5578,-110489.4052,6236511.0000,64468.5898,66965.8871,0.0373,47.1,74.8,9.6731,3.0852,87.4368,1.0434,137.6481,6.0502,0.4848,1.1546,91.4012,183.5721,0.6385,0.8949,0.5111
608,2025-08-05 20:01:34,73133469.5339,-59621.0239,36943508.0000,61951.8516,55873.7328,0.1088,47.0,74.7,11.1186,2.9959,73.4280,3.3696,137.7497,5.0240,0.4969,0.9441,90.4773,179.4014,0.7506,0.9160,0.4884
609,2025-08-05 20:01:35,73060663.7580,-72805.7759,28794752.0000,60917.3633,55551.2878,0.0966,47.0,74.7,10.8994,2.8777,71.6882,-1.4427,139.8310,5.0454,0.5064,0.9859,85.1081,177.0802,0.7043,0.8732,0.5367
610,2025-08-05 20:01:37,72965187.8584,-95475.8996,14820365.0000,58668.0859,62517.8092,0.0616,46.9,74.8,10.3915,2.9218,104.5191,7.5566,135.9292,6.2822,0.5166,1.1964,88.2456,184.0816,0.6763,0.9132,0.5135
